1786003531.059560 s1000000000e1-b8ee8d80:82E
1786003531.329192 s1000000000e1-b8ee8d80:1
1786003531.398493 s1000000000e1-b8ee8d80:1
1786003531.416160 s1000000000e1-b8ee8d80:1
1786003531.435310 s1000000000e1-b8ee8d80:1
1786003531.454664 s1000000000e1-b8ee8d80:1
1786003531.474072 s1000000000e1-b8ee8d80:1
1786003531.493521 s1000000000e1-b8ee8d80:1
1786003531.512973 s1000000000e1-b8ee8d80:1
1786003531.532456 s1000000000e1-b8ee8d80:1
1786003531.551972 s1000000000e1-b8ee8d80:1
1786003531.571487 s1000000000e1-b8ee8d80:1
1786003531.590976 s1000000000e1-b8ee8d80:1
1786003531.610487 s1000000000e1-b8ee8d80:1
1786003531.630026 s1000000000e1-b8ee8d80:1
1786003531.649644 s1000000000e1-b8ee8d80:1
1786003531.669127 s1000000000e1-b8ee8d80:1
1786003531.688683 s1000000000e1-b8ee8d80:1
1786003531.708264 s1000000000e1-b8ee8d80:1
1786003531.727794 s1000000000e1-b8ee8d80:1
1786003531.747358 s1000000000e1-b8ee8d80:1
1786003531.766902 s1000000000e1-b8ee8d80:1
1786003531.786435 s1000000000e1-b8ee8d80:1
1786003531.805999 s1000000000e1-b8ee8d80:1
1786003531.825523 s1000000000e1-b8ee8d80:1
1786003531.845074 s1000000000e1-b8ee8d80:1
1786003531.864627 s1000000000e1-b8ee8d80:1
1786003531.884152 s1000000000e1-b8ee8d80:1
1786003531.903707 s1000000000e1-b8ee8d80:1
1786003531.923234 s1000000000e1-b8ee8d80:1
1786003531.942809 s1000000000e1-b8ee8d80:1
1786003531.962408 s1000000000e1-b8ee8d80:1
1786003531.981903 s1000000000e1-b8ee8d80:1
1786003549.535530 s7e1-82112c1f:59E
1786003549.643741 s7e1-82112c1f:1 s6e1-90522d6a:59E s4e1-aeaed9ad:59E s8e1-b85d3295:59E s1e1-abfe3d49:59E s5e1-8338a9bc:59E s3e1-814930fb:59E s2e1-a6629a86:59E
1786003549.720642 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
1786003549.826146 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
1786003549.845932 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
1786003549.865637 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
1786003549.885428 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
1786003549.905117 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
1786003549.924611 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
1786003549.944246 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
1786003549.963920 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
1786003549.983563 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
1786003550.003221 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
1786003550.022876 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
1786003550.042490 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
1786003550.062149 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
1786003550.081776 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
1786003550.101404 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
1786003550.121059 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
1786003550.140692 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
1786003550.160380 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
1786003550.179914 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
1786003550.199543 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
1786003550.219175 s7e1-82112c1f:1 s6e1-90522d6a:1 s4e1-aeaed9ad:1 s8e1-b85d3295:1 s1e1-abfe3d49:1 s5e1-8338a9bc:1 s3e1-814930fb:1 s2e1-a6629a86:1
