1786703856.566733 s1000000000e1-b5b8ccd9:2048
1786703856.606175 s1000000000e1-b5b8ccd9:2048
1786703856.988093 s1000000000e1-b5b8ccd9:16
1786703857.452915 s1000000000e1-b5b8ccd9:53E
1786703857.727249 s1000000000e1-b5b8ccd9:1
1786703857.733004 s1000000000e1-b5b8ccd9:1
1786703857.751484 s1000000000e1-b5b8ccd9:1
1786703857.771106 s1000000000e1-b5b8ccd9:1
1786703857.790731 s1000000000e1-b5b8ccd9:1
1786703857.810436 s1000000000e1-b5b8ccd9:1
1786703857.830155 s1000000000e1-b5b8ccd9:1
1786703857.849899 s1000000000e1-b5b8ccd9:1
1786703857.869625 s1000000000e1-b5b8ccd9:1
1786703857.889369 s1000000000e1-b5b8ccd9:1
1786703857.909259 s1000000000e1-b5b8ccd9:1
1786703857.929013 s1000000000e1-b5b8ccd9:1
1786703857.948667 s1000000000e1-b5b8ccd9:1
1786703857.968399 s1000000000e1-b5b8ccd9:1
1786703857.988121 s1000000000e1-b5b8ccd9:1
1786703858.007857 s1000000000e1-b5b8ccd9:1
1786703858.027632 s1000000000e1-b5b8ccd9:1
1786703858.047380 s1000000000e1-b5b8ccd9:1
1786703858.067131 s1000000000e1-b5b8ccd9:1
1786703858.086853 s1000000000e1-b5b8ccd9:1
1786703858.106594 s1000000000e1-b5b8ccd9:1
1786703858.126388 s1000000000e1-b5b8ccd9:1
1786703858.146111 s1000000000e1-b5b8ccd9:1
1786703858.165867 s1000000000e1-b5b8ccd9:1
1786703858.185614 s1000000000e1-b5b8ccd9:1
1786703858.205375 s1000000000e1-b5b8ccd9:1
1786703858.225102 s1000000000e1-b5b8ccd9:1
1786703858.244994 s1000000000e1-b5b8ccd9:1
1786703858.264662 s1000000000e1-b5b8ccd9:1
1786703858.284363 s1000000000e1-b5b8ccd9:1
1786703858.304150 s1000000000e1-b5b8ccd9:1
1786703858.323887 s1000000000e1-b5b8ccd9:1
1786703859.111663 s2e1-9164cae6:2048
1786703859.139135 s2e1-9164cae6:2021 s1e1-8fb98640:27
1786703859.521326 s1e1-8fb98640:2048
1786703859.958948 s1e1-8fb98640:1957
1786703860.380378 s3e1-bbf9dc4d:2048
1786703860.814789 s3e1-bbf9dc4d:1992 s6e1-ab70a79d:56
1786703861.231548 s6e1-ab70a79d:2048
1786703861.673569 s6e1-ab70a79d:1952 s4e1-a0927b17:96
1786703862.086649 s4e1-a0927b17:2048
1786703862.532463 s4e1-a0927b17:1877 s5e1-abdd86ae:171
1786703862.944483 s5e1-abdd86ae:2048
1786703863.387409 s5e1-abdd86ae:1773 s8e1-bd356ae9:275
1786703863.802056 s8e1-bd356ae9:2048
1786703864.239207 s8e1-bd356ae9:1713 s7e1-aacbec7a:335
1786703864.660372 s7e1-aacbec7a:2048
1786703865.095396 s7e1-aacbec7a:1612
1786703879.217589 s2e1-9164cae6:21E
1786703879.287642 s2e1-9164cae6:1 s1e1-8fb98640:21E s3e1-bbf9dc4d:21E s6e1-ab70a79d:21E s4e1-a0927b17:21E s5e1-abdd86ae:21E s8e1-bd356ae9:21E s7e1-aacbec7a:21E
1786703879.349058 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
1786703879.402471 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
1786703879.424682 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
1786703879.446867 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
1786703879.468896 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
1786703879.491127 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
1786703879.513289 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
1786703879.535483 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
1786703879.557573 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
1786703879.579736 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
1786703879.601923 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
1786703879.624147 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
1786703879.646283 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
1786703879.668400 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
1786703879.690513 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
1786703879.712608 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
1786703879.734768 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
1786703879.756791 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
1786703879.778923 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
1786703879.801055 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
1786703879.823082 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
1786703879.845229 s2e1-9164cae6:1 s1e1-8fb98640:1 s3e1-bbf9dc4d:1 s6e1-ab70a79d:1 s4e1-a0927b17:1 s5e1-abdd86ae:1 s8e1-bd356ae9:1 s7e1-aacbec7a:1
